"system";"bug_id";"instance_id";"is_ob";"is_eb";"is_sr"
"firefox";"458603";"0";"x";"x";"x"
"eclipse";"66132";"0";"x";"";""
"httpd";"18421";"0";"x";"x";"x"
"eclipse";"225512";"0";"x";"";""
"httpd";"44433";"0";"x";"x";""
"facebook";"2202";"0";"x";"";""
"firefox";"228607";"0";"x";"x";"x"
"httpd";"50278";"0";"x";"x";""
"facebook";"2070";"0";"x";"";""
"eclipse";"256474";"0";"";"x";""
"firefox";"518392";"0";"x";"";""
"httpd";"30419";"0";"x";"x";"x"
"eclipse";"104448";"0";"x";"x";""
"facebook";"13604";"0";"x";"";"x"
"facebook";"9217";"0";"x";"";""
"firefox";"349584";"0";"x";"";""
"httpd";"42340";"0";"x";"x";""
"eclipse";"270417";"0";"x";"x";"x"
"firefox";"334991";"0";"x";"x";"x"
"eclipse";"325755";"0";"";"";"x"
"facebook";"4109";"0";"x";"";""
"eclipse";"187284";"0";"x";"";"x"
"facebook";"5761";"0";"x";"";""
"eclipse";"24679";"0";"x";"x";""
"eclipse";"190160";"0";"";"";"x"
"httpd";"44114";"0";"x";"";""
"httpd";"38009";"0";"";"x";""
"httpd";"46773";"0";"";"x";"x"
"facebook";"5366";"0";"x";"";""
"httpd";"32486";"0";"x";"";""
"eclipse";"321564";"0";"";"";"x"
"eclipse";"164945";"0";"x";"";""
"httpd";"33679";"0";"x";"x";"x"
"httpd";"43645";"0";"x";"";""
"facebook";"2301";"0";"x";"";""
"eclipse";"105368";"0";"x";"";""
"httpd";"39499";"0";"x";"";""
"facebook";"5892";"0";"x";"";""
"facebook";"5640";"0";"x";"";"x"
"httpd";"35418";"0";"x";"";""
"eclipse";"69678";"0";"x";"x";""
"facebook";"16524";"0";"x";"";""
"firefox";"256169";"0";"x";"";"x"
"firefox";"333204";"0";"x";"";"x"
"facebook";"4327";"0";"x";"";""
"facebook";"2050";"0";"x";"";""
"facebook";"7410";"0";"x";"";""
"firefox";"639327";"0";"x";"x";"x"
"httpd";"12155";"0";"x";"";""
"httpd";"37968";"0";"x";"x";""
"eclipse";"102620";"0";"x";"";""
"httpd";"16125";"0";"x";"";""
"firefox";"324354";"0";"x";"x";"x"
"firefox";"276552";"0";"x";"";"x"
"firefox";"247525";"0";"x";"x";"x"
"eclipse";"43057";"0";"x";"";"x"
"eclipse";"272692";"0";"x";"";""
"eclipse";"200060";"0";"";"";"x"
"eclipse";"159941";"0";"x";"";"x"
"eclipse";"172636";"0";"x";"x";"x"
"eclipse";"53958";"0";"";"x";"x"
"eclipse";"252759";"0";"x";"";""
"facebook";"16404";"0";"x";"";""
"eclipse";"78058";"0";"x";"";""
"firefox";"281774";"0";"x";"x";"x"
"facebook";"10321";"0";"x";"";""
"firefox";"280723";"0";"x";"x";"x"
"httpd";"47923";"0";"";"x";""
"httpd";"10712";"0";"x";"";""
"facebook";"1298";"0";"x";"";""
"eclipse";"221937";"0";"x";"x";""
"facebook";"3024";"0";"x";"";""
"eclipse";"228223";"0";"x";"";"x"
"eclipse";"212087";"0";"x";"";""
"firefox";"367738";"0";"x";"";"x"
"httpd";"46018";"0";"x";"";""
"eclipse";"246948";"0";"x";"";"x"
"firefox";"579338";"0";"x";"x";"x"
"eclipse";"319230";"0";"x";"";""
"facebook";"5200";"0";"x";"x";"x"
"firefox";"236781";"0";"";"x";"x"
"facebook";"10257";"0";"x";"";""
"httpd";"37790";"0";"x";"";""
"facebook";"8000";"0";"x";"";""
"facebook";"15809";"0";"x";"";""
"eclipse";"67940";"0";"x";"";""
"eclipse";"99059";"0";"";"x";""
"facebook";"9283";"0";"x";"";""
"facebook";"1056";"0";"x";"";"x"
"facebook";"8856";"0";"x";"x";""
"facebook";"11886";"0";"x";"x";""
"firefox";"645010";"0";"x";"x";"x"
"eclipse";"87363";"0";"x";"";""
"eclipse";"115579";"0";"x";"";""
"facebook";"16018";"0";"x";"";""
"facebook";"3224";"0";"x";"";""
"facebook";"8988";"0";"x";"";""
"httpd";"41844";"0";"";"";"x"
"eclipse";"235058";"0";"x";"";""
"firefox";"269121";"0";"x";"x";"x"
"firefox";"606671";"0";"x";"x";""
"eclipse";"16015";"0";"x";"x";"x"
"httpd";"27715";"0";"x";"";""
"facebook";"17726";"0";"x";"";""
"facebook";"8264";"0";"x";"";""
"httpd";"50996";"0";"x";"x";""
"eclipse";"60657";"0";"";"";"x"
"facebook";"9088";"0";"x";"";""
"eclipse";"7485";"0";"x";"";"x"
"eclipse";"209682";"0";"x";"";"x"
"facebook";"8179";"0";"x";"";""
"eclipse";"294864";"0";"x";"x";""
"httpd";"11801";"0";"x";"";""
"eclipse";"268264";"0";"x";"";"x"
"";"";"0";"";"";""
"firefox";"656562";"0";"x";"";""
"eclipse";"183551";"0";"x";"x";"x"
"facebook";"2413";"0";"x";"";""
"firefox";"347970";"0";"x";"";""
"facebook";"14820";"0";"x";"";""
"httpd";"49633";"0";"x";"";""
"firefox";"239727";"0";"x";"";""
"firefox";"579541";"0";"x";"x";""
"eclipse";"24924";"0";"x";"x";""
"facebook";"3310";"0";"x";"";""
"httpd";"10687";"0";"x";"";"x"
"eclipse";"72317";"0";"x";"";""
"facebook";"10602";"0";"x";"x";""
"facebook";"13376";"0";"x";"x";""
"eclipse";"267563";"0";"x";"x";"x"
"httpd";"9618";"0";"x";"x";""
"firefox";"576450";"0";"x";"x";"x"
"httpd";"46678";"0";"x";"";""
"facebook";"1648";"0";"x";"";""
"facebook";"353";"0";"x";"";"x"
"facebook";"7780";"0";"x";"";""
"httpd";"39211";"0";"x";"";""
"facebook";"8429";"0";"";"";"x"
"eclipse";"155526";"0";"x";"x";"x"
"eclipse";"125135";"0";"x";"";""
"eclipse";"241172";"0";"x";"";"x"
"facebook";"2074";"0";"x";"";"x"
"facebook";"2490";"0";"x";"";""
"httpd";"33382";"0";"x";"";""
"firefox";"372163";"0";"";"x";""
"eclipse";"11184";"0";"x";"x";""
"eclipse";"169312";"0";"x";"";""
"httpd";"32147";"0";"x";"x";""
"eclipse";"166937";"0";"x";"";""
"httpd";"36507";"0";"x";"x";""
"httpd";"50199";"0";"x";"x";""
"eclipse";"96887";"0";"x";"x";"x"
"eclipse";"171670";"0";"x";"";""
"firefox";"611091";"0";"x";"";""
"facebook";"14131";"0";"x";"x";""
"facebook";"8978";"0";"x";"";""
"eclipse";"36346";"0";"x";"x";""
"eclipse";"327211";"0";"x";"";""
"eclipse";"317569";"0";"x";"x";"x"
"httpd";"7970";"0";"x";"";""
"firefox";"453787";"0";"x";"x";"x"
"eclipse";"57037";"0";"x";"";""
"eclipse";"306006";"0";"x";"x";"x"
"facebook";"7892";"0";"x";"";"x"
"httpd";"34421";"0";"x";"";""
"eclipse";"41836";"0";"x";"";"x"
"eclipse";"152809";"0";"x";"x";""
"eclipse";"113724";"0";"x";"x";"x"
"eclipse";"270798";"0";"x";"x";"x"
"facebook";"13356";"0";"x";"x";""
"httpd";"50711";"0";"";"";"x"
"facebook";"17716";"0";"x";"";"x"
"eclipse";"138514";"0";"x";"";""
"facebook";"122";"0";"x";"";""
"facebook";"10726";"0";"x";"";""
"firefox";"345242";"0";"x";"";"x"
"httpd";"15923";"0";"x";"";""
"facebook";"959";"0";"x";"";"x"
"firefox";"268892";"0";"x";"x";"x"
"httpd";"28942";"0";"x";"";"x"
"firefox";"229950";"0";"x";"x";"x"
"facebook";"10079";"0";"x";"";""
"facebook";"2197";"0";"x";"";""
"firefox";"284918";"0";"x";"x";"x"
"firefox";"438285";"0";"x";"x";"x"
"eclipse";"294983";"0";"x";"x";"x"
"firefox";"280117";"0";"x";"x";"x"
"httpd";"22346";"0";"x";"x";""
"eclipse";"208860";"0";"x";"x";"x"
"eclipse";"116715";"0";"x";"x";"x"
"facebook";"12009";"0";"";"x";""
"httpd";"38213";"0";"x";"";""
"httpd";"40431";"0";"";"x";""
"facebook";"4637";"0";"x";"x";"x"
"facebook";"2438";"0";"x";"";""
"facebook";"5896";"0";"x";"";""
"firefox";"381806";"0";"x";"x";"x"
"httpd";"16057";"0";"x";"x";""
"facebook";"6776";"0";"x";"x";"x"
"facebook";"3772";"0";"x";"";""
"httpd";"43533";"0";"x";"";""
"facebook";"5545";"0";"x";"";""
"firefox";"274044";"0";"x";"x";"x"
"eclipse";"113516";"0";"x";"x";"x"
"facebook";"13378";"0";"x";"";""
"firefox";"247216";"0";"x";"x";"x"
"eclipse";"283431";"0";"x";"";""
"firefox";"253953";"0";"x";"x";"x"
"eclipse";"190982";"0";"x";"x";""
"httpd";"42929";"0";"x";"x";"x"
"httpd";"33724";"0";"x";"x";""
"httpd";"13020";"0";"x";"";""
"firefox";"266896";"0";"x";"x";"x"
"eclipse";"306824";"0";"x";"";""
"firefox";"252353";"0";"x";"x";"x"
"eclipse";"286568";"0";"x";"";""
"facebook";"14526";"0";"x";"";""
"httpd";"30865";"0";"x";"";""
"facebook";"17958";"0";"x";"";""
"eclipse";"289198";"0";"x";"";""
"httpd";"51103";"0";"x";"x";"x"
"httpd";"50283";"0";"";"x";""
"httpd";"26391";"0";"x";"";""
"eclipse";"249668";"0";"x";"";"x"
"facebook";"12585";"0";"x";"x";"x"
"facebook";"112";"0";"x";"";""
"eclipse";"103553";"0";"x";"";""
"eclipse";"247276";"0";"x";"x";"x"
"facebook";"3005";"0";"x";"";""
"httpd";"36509";"0";"";"x";"x"
"facebook";"14152";"0";"x";"";""
"firefox";"422263";"0";"x";"x";"x"
"firefox";"351604";"0";"x";"";""
"eclipse";"125350";"0";"x";"";""
"httpd";"47895";"0";"x";"x";""
"firefox";"381201";"0";"x";"";""
"facebook";"7747";"0";"x";"";""
"eclipse";"3553";"0";"";"x";"x"
"facebook";"1994";"0";"x";"x";""
"eclipse";"230933";"0";"x";"";"x"
"eclipse";"33007";"0";"";"";"x"
"firefox";"534059";"0";"x";"x";""
"facebook";"9460";"0";"x";"x";"x"
"httpd";"24219";"0";"x";"x";""
"httpd";"38923";"0";"x";"x";""
"httpd";"14303";"0";"";"x";""
"httpd";"16009";"0";"x";"";""
"firefox";"247330";"0";"x";"x";"x"
"eclipse";"157933";"0";"x";"";""
"facebook";"6597";"0";"x";"";"x"
"facebook";"9708";"0";"";"x";""
"eclipse";"106554";"0";"x";"x";"x"
"firefox";"368320";"0";"x";"x";""
"firefox";"384505";"0";"";"";"x"
"facebook";"14452";"0";"x";"";""
"firefox";"505642";"0";"x";"x";"x"
"httpd";"35652";"0";"x";"x";""
"facebook";"4794";"0";"x";"";""
"firefox";"451552";"0";"x";"x";"x"
"httpd";"25949";"0";"x";"";""
"facebook";"16681";"0";"x";"";""
"facebook";"10755";"0";"x";"x";""
"facebook";"5205";"0";"x";"x";""
"httpd";"39313";"0";"x";"x";""
"firefox";"381453";"0";"x";"";""
"facebook";"13084";"0";"x";"";""
"eclipse";"316459";"0";"x";"";""
"eclipse";"33259";"0";"x";"";""
"firefox";"269657";"0";"x";"x";"x"
"httpd";"22437";"0";"x";"";""
"firefox";"314999";"0";"x";"";""
"eclipse";"147649";"0";"x";"";"x"
"eclipse";"121640";"0";"x";"";""
"facebook";"4334";"0";"x";"x";""
"eclipse";"185056";"0";"x";"x";"x"
"firefox";"215262";"0";"x";"x";"x"
"httpd";"41441";"0";"x";"";""
"httpd";"40981";"0";"x";"";""
"eclipse";"295138";"0";"x";"x";""
"facebook";"5063";"0";"x";"x";""
"facebook";"14123";"0";"x";"";"x"
"httpd";"45994";"0";"x";"";""
"facebook";"5327";"0";"x";"";"x"
"firefox";"504261";"0";"x";"x";""
"httpd";"40292";"0";"";"";"x"
"eclipse";"98412";"0";"x";"x";""
"httpd";"8090";"0";"x";"x";""
"firefox";"276713";"0";"x";"";""
"facebook";"13323";"0";"x";"x";""
"httpd";"46417";"0";"";"";"x"
"firefox";"253629";"0";"x";"x";"x"
"httpd";"12229";"0";"x";"";""
"facebook";"8414";"0";"x";"";""
"httpd";"21133";"0";"x";"x";""
"firefox";"232672";"0";"";"";"x"
"firefox";"336495";"0";"x";"x";"x"
"eclipse";"199084";"0";"x";"";""
"facebook";"9120";"0";"x";"";""
"facebook";"14112";"0";"x";"";""
"eclipse";"319425";"0";"x";"";"x"
"firefox";"282789";"0";"";"x";"x"
"httpd";"38036";"0";"";"x";""
"eclipse";"124036";"0";"";"x";""
"firefox";"601004";"0";"x";"x";"x"
"firefox";"369172";"0";"x";"";"x"
"eclipse";"269970";"0";"x";"";""
"eclipse";"182214";"0";"x";"";""
"facebook";"4629";"0";"x";"";""
"httpd";"32426";"0";"x";"x";""
"firefox";"321832";"0";"x";"";""
"firefox";"446167";"0";"x";"x";""
"eclipse";"238130";"0";"x";"";""
"eclipse";"187321";"0";"x";"";"x"
"httpd";"15870";"0";"x";"";"x"
"facebook";"12692";"0";"";"x";""
"firefox";"261198";"0";"x";"x";"x"
"httpd";"10489";"0";"x";"";""
"httpd";"9186";"0";"x";"";""
"facebook";"7968";"0";"x";"x";""
"httpd";"43838";"0";"x";"x";""
"httpd";"42767";"0";"x";"";""
"firefox";"415347";"0";"x";"x";"x"
"eclipse";"201897";"0";"";"";"x"
"httpd";"7798";"0";"x";"";"x"
"firefox";"468805";"0";"x";"x";"x"
"httpd";"16866";"0";"x";"";""
"facebook";"3294";"0";"x";"";""
"eclipse";"207254";"0";"x";"x";"x"
"facebook";"12395";"0";"x";"";""
"eclipse";"262128";"0";"x";"";"x"
"eclipse";"176668";"0";"x";"x";"x"
"firefox";"409194";"0";"x";"x";"x"
"httpd";"31848";"0";"x";"";""
"facebook";"10481";"0";"x";"";""
"facebook";"10526";"0";"x";"";"x"
"firefox";"309104";"0";"x";"x";""
"firefox";"268527";"0";"x";"x";"x"
"eclipse";"113061";"0";"x";"";""
"httpd";"28529";"0";"x";"";""
"eclipse";"330015";"0";"x";"";""
"firefox";"278242";"0";"x";"x";"x"
"firefox";"226732";"0";"x";"x";"x"
"facebook";"7932";"0";"x";"x";""
"httpd";"15597";"0";"x";"x";""
"httpd";"48278";"0";"x";"";""
"firefox";"369380";"0";"x";"x";"x"
"httpd";"42731";"0";"";"x";""
"httpd";"28582";"0";"x";"x";""
"httpd";"8890";"0";"x";"";""
"firefox";"265169";"0";"x";"x";"x"
"facebook";"5163";"0";"x";"x";""
"firefox";"591579";"0";"x";"x";""
"eclipse";"72121";"0";"";"";"x"
"httpd";"9490";"0";"x";"";""
"eclipse";"5820";"0";"x";"";"x"
"facebook";"10537";"0";"x";"";""
"eclipse";"219552";"0";"x";"";""
"eclipse";"86850";"0";"x";"";""
"httpd";"48364";"0";"x";"";""
"firefox";"185220";"0";"x";"x";"x"
"firefox";"483422";"0";"x";"x";"x"
"firefox";"266370";"0";"";"x";"x"
"facebook";"13018";"0";"x";"x";""
"facebook";"4169";"0";"x";"";""
"facebook";"7834";"0";"x";"";"x"
"firefox";"292292";"0";"x";"x";"x"
"facebook";"15316";"0";"x";"";"x"
"firefox";"253230";"0";"x";"x";"x"
"eclipse";"52363";"0";"x";"";"x"
"facebook";"2386";"0";"x";"";""
"httpd";"23728";"0";"x";"x";""
"httpd";"29569";"0";"x";"";""
"httpd";"50907";"0";"x";"";""
"facebook";"13960";"0";"x";"";""
"eclipse";"41883";"0";"x";"";""
"httpd";"11638";"0";"x";"x";""
"firefox";"248141";"0";"x";"x";"x"
"facebook";"5053";"0";"x";"";"x"
"firefox";"214664";"0";"x";"x";"x"
